Nr	Group	Position	Locus	LOD	# Iter.	mu_A	mu_H	mu_B	Variance	% Expl.	Additive	Dominance	GIC
3726	15	221.930	i25874Gh	0.13	1	 1.14286	 0.800000	 0.500000	 2.48286	  3.0	 0.321429	-0.0214286	1.000
3727	15	221.930	i52267Gb	0.13	1	 1.14286	 0.800000	 0.500000	 2.48286	  3.0	 0.321429	-0.0214286	1.000
3728	15	222.930		0.13	1	 1.14283	 0.800219	 0.499881	 2.48286	  3.0	 0.321473	-0.0211356	0.983
3729	15	223.700	i49070Gh	0.13	1	 1.14271	 0.800399	 0.499872	 2.48286	  3.0	 0.321419	-0.0208924	1.000
3730	15	224.700		0.13	1	 1.14293	 0.800267	 0.499749	 2.48286	  3.0	 0.321591	-0.0210734	0.971
3731	15	225.700		0.13	1	 1.14302	 0.800151	 0.499747	 2.48286	  3.0	 0.321634	-0.0212295	0.964
3732	15	226.700		0.13	1	 1.14296	 0.800053	 0.499864	 2.48286	  3.0	 0.321549	-0.0213598	0.979
3733	15	227.332	i11764Gh	0.13	1	 1.14286	 0.800000	 0.500000	 2.48286	  3.0	 0.321429	-0.0214286	1.000
3734	15	227.332	i50595Gb	0.13	1	 1.14286	 0.800000	 0.500000	 2.48286	  3.0	 0.321429	-0.0214286	1.000
3735	15	228.332		0.15	1	 1.20363	 0.740602	 0.499883	 2.47050	  3.5	 0.351875	-0.111156	0.971
3736	15	229.332		0.18	1	 1.26262	 0.695044	 0.499894	 2.45604	  4.1	 0.381364	-0.186215	0.964
3737	15	230.332		0.21	1	 1.31096	 0.670568	 0.499951	 2.44156	  4.6	 0.405506	-0.234889	0.979
3738	15	230.963	i29269Gh	0.22	1	 1.33333	 0.666667	 0.500000	 2.43333	  4.9	 0.416667	-0.250000	1.000
3739	15	231.963		0.22	1	 1.37684	 0.669121	 0.499772	 2.43397	  4.9	 0.438536	-0.269187	0.965
3740	15	232.963		0.22	1	 1.41597	 0.679613	 0.499577	 2.43617	  4.8	 0.458195	-0.278159	0.941
3741	15	233.963		0.21	1	 1.44485	 0.700137	 0.499397	 2.44032	  4.7	 0.472727	-0.271987	0.927
3742	15	234.963		0.20	1	 1.45725	 0.731277	 0.499240	 2.44652	  4.4	 0.479005	-0.246968	0.923
3743	15	235.963		0.18	1	 1.44877	 0.771285	 0.499159	 2.45444	  4.1	 0.474803	-0.202678	0.930
3744	15	236.963		0.17	1	 1.41909	 0.816061	 0.499240	 2.46329	  3.8	 0.459923	-0.143102	0.947
3745	15	237.963		0.15	1	 1.37248	 0.860411	 0.499574	 2.47209	  3.4	 0.436455	-0.0756182	0.974
3746	15	238.667	i30958Gh	0.14	1	 1.33333	 0.888889	 0.500000	 2.47778	  3.2	 0.416667	-0.0277778	1.000
3747	15	239.667		0.14	1	 1.33340	 0.888880	 0.499940	 2.47778	  3.2	 0.416731	-0.0277906	0.983
3748	15	240.437	i17448Gh	0.14	1	 1.33333	 0.888889	 0.500000	 2.47778	  3.2	 0.416667	-0.0277778	1.000
3749	15	241.437		0.12	1	 1.33342	 0.844529	 0.527445	 2.49001	  2.7	 0.402987	-0.0859031	0.983
3750	15	242.208	i11713Gh	0.10	1	 1.33333	 0.800000	 0.571429	 2.49905	  2.4	 0.380952	-0.152381	1.000
3751	15	243.208		0.15	1	 1.52155	 0.790072	 0.542997	 2.47101	  3.5	 0.489277	-0.242202	0.971
3752	15	244.208		0.21	1	 1.72841	 0.782591	 0.521143	 2.43696	  4.8	 0.603633	-0.342185	0.964
3753	15	245.208		0.28	1	 1.91380	 0.787415	 0.505942	 2.40102	  6.2	 0.703927	-0.422454	0.979
3754	15	245.849	i11697Gh	0.32	1	 2.00000	 0.800000	 0.500000	 2.38000	  7.0	 0.750000	-0.450000	1.000
3755	15	246.849		0.20	1	 1.80529	 0.864306	 0.499777	 2.44347	  4.6	 0.652758	-0.288229	0.970
3756	15	247.849		0.12	1	 1.34779	 0.952096	 0.499616	 2.49198	  2.7	 0.424088	 0.0283916	0.962
3757	15	248.849		0.12	1	 0.603468	 1.04387	 0.499688	 2.49131	  2.7	 0.0518902	 0.492294	0.974
3758	15	249.589	i11688Gh	0.20	1	-0.0185922	 1.09091	 0.500000	 2.44545	  4.5	-0.259296	 0.850205	0.997
3759	15	250.589		0.21	1	-0.00982009	 1.11982	 0.475501	 2.43740	  4.8	-0.242661	 0.886977	0.959
3760	15	251.589		0.23	1	-0.00212958	 1.15051	 0.450274	 2.42839	  5.1	-0.226202	 0.926436	0.924
3761	15	252.589		0.25	1	 0.00445353	 1.18291	 0.424560	 2.41841	  5.5	-0.210053	 0.968400	0.893
3762	15	253.589		0.27	1	 0.00993590	 1.21687	 0.398659	 2.40748	  6.0	-0.194362	 1.01257	0.865
3763	15	254.589		0.29	1	 0.0143608	 1.25215	 0.372933	 2.39565	  6.4	-0.179286	 1.05851	0.840
3764	15	255.589		0.31	1	 0.0178108	 1.28844	 0.347799	 2.38299	  6.9	-0.164994	 1.10564	0.818
3765	15	256.589		0.34	1	 0.0204086	 1.32532	 0.323725	 2.36961	  7.4	-0.151658	 1.15326	0.799
3766	15	257.589		0.36	1	 0.0223147	 1.36229	 0.301208	 2.35565	  8.0	-0.139447	 1.20053	0.784
3767	15	258.589		0.39	1	 0.0237223	 1.39876	 0.280763	 2.34129	  8.5	-0.128520	 1.24652	0.772
3768	15	259.589		0.41	1	 0.0248485	 1.43410	 0.262888	 2.32672	  9.1	-0.119020	 1.29024	0.762
3769	15	260.589		0.44	1	 0.0259230	 1.46766	 0.248039	 2.31217	  9.7	-0.111058	 1.33068	0.756
3770	15	261.589		0.47	1	 0.0271740	 1.49877	 0.236602	 2.29788	 10.2	-0.104714	 1.36688	0.753
3771	15	262.589		0.50	1	 0.0288138	 1.52685	 0.228864	 2.28408	 10.8	-0.100025	 1.39801	0.752
3772	15	263.589		0.52	1	 0.0310257	 1.55138	 0.224994	 2.27098	 11.3	-0.0969843	 1.42337	0.755
3773	15	264.589		0.54	1	 0.0339524	 1.57194	 0.225035	 2.25877	 11.8	-0.0955414	 1.44245	0.761
3774	15	265.589		0.57	1	 0.0376890	 1.58829	 0.228901	 2.24761	 12.2	-0.0956058	 1.45500	0.770
3775	15	266.589		0.58	1	 0.0422802	 1.60029	 0.236386	 2.23761	 12.6	-0.0970531	 1.46096	0.782
3776	15	267.589		0.60	1	 0.0477224	 1.60795	 0.247190	 2.22884	 12.9	-0.0997337	 1.46050	0.797
3777	15	268.589		0.62	1	 0.0539687	 1.61143	 0.260933	 2.22131	 13.2	-0.103482	 1.45398	0.815
3778	15	269.589		0.63	1	 0.0609377	 1.61095	 0.277192	 2.21500	 13.5	-0.108127	 1.44189	0.836
3779	15	270.589		0.64	1	 0.0685232	 1.60686	 0.295517	 2.20987	 13.7	-0.113497	 1.42484	0.860
3780	15	271.589		0.65	1	 0.0766042	 1.59952	 0.315464	 2.20583	 13.8	-0.119430	 1.40349	0.888
3781	15	272.589		0.65	1	 0.0850542	 1.58935	 0.336607	 2.20278	 14.0	-0.125776	 1.37852	0.919
3782	15	272.745	i51915Gb	0.65	1	 0.0863975	 1.58754	 0.339987	 2.20239	 14.0	-0.126795	 1.37434	0.924
3783	15	273.745		0.64	1	-0.0700865	 1.58009	 0.332454	 2.21005	 13.7	-0.201270	 1.44891	0.899
3784	15	274.745		0.62	1	-0.258834	 1.56895	 0.327699	 2.21908	 13.3	-0.293266	 1.53452	0.881
3785	15	275.745		0.60	1	-0.491045	 1.55417	 0.325864	 2.22940	 12.9	-0.408455	 1.63676	0.869
3786	15	276.745		0.58	1	-0.784772	 1.53593	 0.327009	 2.24090	 12.5	-0.555891	 1.76481	0.863
3787	15	277.745		0.55	1	-1.17106	 1.51451	 0.331101	 2.25342	 12.0	-0.751083	 1.93450	0.863
3788	15	278.745		0.53	1	-1.70799	 1.49030	 0.338015	 2.26678	 11.5	-1.02300	 2.17528	0.870
3789	15	279.745		0.50	1	-2.51752	 1.46374	 0.347546	 2.28076	 10.9	-1.43253	 2.54873	0.882
3790	15	280.745		0.47	1	-3.90540	 1.43534	 0.359419	 2.29515	 10.3	-2.13241	 3.20833	0.901
3791	15	281.745		0.45	1	-6.91190	 1.40563	 0.373310	 2.30974	  9.8	-3.64260	 4.67493	0.926
3792	15	282.745		0.42	1	-18.8096	 1.37512	 0.388864	 2.32432	  9.2	-9.59921	 10.5855	0.958
3793	15	283.413	i58145Gb		1								0.982
3794	15	284.413		0.44	1	 16.3922	 0.972761	 0.392179	 2.31427	  9.6	 8.00003	-7.41945	0.947
3795	15	285.413		0.45	1	 8.57959	 0.990643	 0.384762	 2.31064	  9.7	 4.09741	-3.49153	0.917
3796	15	286.413		0.45	1	 5.98655	 1.00816	 0.377858	 2.30696	  9.9	 2.80435	-2.17405	0.893
3797	15	287.413		0.46	1	 4.69866	 1.02516	 0.371575	 2.30325	 10.0	 2.16354	-1.50995	0.873
3798	15	288.413		0.47	1	 3.93289	 1.04149	 0.366016	 2.29956	 10.2	 1.78344	-1.10796	0.858
3799	15	289.413		0.47	1	 3.42816	 1.05701	 0.361277	 2.29590	 10.3	 1.53344	-0.837706	0.849
3800	15	290.413		0.48	1	 3.07246	 1.07157	 0.357441	 2.29233	 10.5	 1.35751	-0.643376	0.844
3801	15	291.413		0.49	1	 2.80972	 1.08505	 0.354579	 2.28887	 10.6	 1.22757	-0.497094	0.844
3802	15	292.413		0.49	1	 2.60872	 1.09735	 0.352745	 2.28554	 10.7	 1.12799	-0.383384	0.849
3803	15	293.413		0.50	1	 2.45068	 1.10837	 0.351973	 2.28240	 10.8	 1.04935	-0.292956	0.860
3804	15	294.413		0.50	1	 2.32360	 1.11806	 0.352281	 2.27945	 11.0	 0.985661	-0.219882	0.875
3805	15	295.413		0.51	1	 2.21945	 1.12638	 0.353663	 2.27672	 11.1	 0.932895	-0.160183	0.895
3806	15	296.413		0.51	1	 2.13266	 1.13331	 0.356097	 2.27423	 11.2	 0.888282	-0.111072	0.920
3807	15	297.413		0.52	1	 2.05923	 1.13887	 0.359543	 2.27199	 11.3	 0.849844	-0.0705203	0.951
3808	15	298.349	i43276Gh	0.52	1	 2.00000	 1.14286	 0.363636	 2.27013	 11.3	 0.818182	-0.0389610	0.984
3809	15	299.349		0.52	1	 2.00022	 1.14284	 0.363441	 2.27013	 11.3	 0.818387	-0.0389904	0.973
3810	15	300.349		0.52	1	 2.00009	 1.14285	 0.363557	 2.27013	 11.3	 0.818265	-0.0389730	0.991
3811	15	300.604	i36987Gh	0.52	1	 2.00000	 1.14286	 0.363636	 2.27013	 11.3	 0.818182	-0.0389610	1.000
3812	15	301.604		0.51	1	 2.00142	 1.12882	 0.354042	 2.27732	 11.0	 0.823692	-0.0489151	0.962
3813	15	302.604		0.49	1	 1.99873	 1.11135	 0.347911	 2.28599	 10.7	 0.825408	-0.0619654	0.930
3814	15	303.604		0.47	1	 1.99015	 1.09140	 0.345254	 2.29612	 10.3	 0.822448	-0.0763008	0.901
3815	15	304.604		0.45	1	 1.97392	 1.07010	 0.345866	 2.30765	  9.9	 0.814028	-0.0897901	0.878
3816	15	305.604		0.43	1	 1.94834	 1.04872	 0.349393	 2.32051	  9.4	 0.799474	-0.100143	0.859
3817	15	306.604		0.40	1	 1.91186	 1.02858	 0.355389	 2.33459	  8.8	 0.778236	-0.105045	0.845
3818	15	307.604		0.37	1	 1.86323	 1.01102	 0.363360	 2.34973	  8.2	 0.749937	-0.102280	0.835
3819	15	308.604		0.34	1	 1.80169	 0.997358	 0.372787	 2.36567	  7.6	 0.714452	-0.0898802	0.830
3820	15	309.604		0.31	1	 1.72720	 0.988855	 0.383134	 2.38203	  7.0	 0.672032	-0.0663113	0.830
3821	15	310.604		0.28	1	 1.64075	 0.986574	 0.393856	 2.39829	  6.3	 0.623447	-0.0307288	0.834
3822	15	311.604		0.26	1	 1.54460	 0.991254	 0.404413	 2.41378	  5.7	 0.570095	 0.0167464	0.842
3823	15	312.604		0.23	1	 1.44236	 1.00313	 0.414298	 2.42776	  5.2	 0.514033	 0.0748030	0.856
3824	15	313.604		0.21	1	 1.33879	 1.02182	 0.423085	 2.43947	  4.7	 0.457855	 0.140879	0.873
3825	15	314.604		0.19	1	 1.23926	 1.04623	 0.430478	 2.44827	  4.4	 0.404393	 0.211362	0.896
3826	15	315.604		0.18	1	 1.14897	 1.07473	 0.436348	 2.45375	  4.2	 0.356314	 0.282065	0.923
3827	15	316.604		0.18	1	 1.07215	 1.10532	 0.440746	 2.45580	  4.1	 0.315704	 0.348874	0.955
3828	15	317.604		0.18	1	 1.01146	 1.13603	 0.443877	 2.45464	  4.1	 0.283789	 0.408362	0.991
3829	15	317.832	i33920Gh	0.18	1	 1.00000	 1.14286	 0.444444	 2.45397	  4.1	 0.277778	 0.420635	1.000
3830	15	318.832		0.18	1	 0.995900	 1.14334	 0.439597	 2.45631	  4.1	 0.278151	 0.425593	0.962
3831	15	319.832		0.18	1	 0.991473	 1.14307	 0.435805	 2.45876	  4.0	 0.277834	 0.429427	0.926
3832	15	320.832		0.17	1	 0.986636	 1.14215	 0.433057	 2.46128	  3.9	 0.276789	 0.432303	0.894
3833	15	321.832		0.17	1	 0.981292	 1.14074	 0.431317	 2.46384	  3.8	 0.274988	 0.434440	0.864
3834	15	322.832		0.16	1	 0.975329	 1.13903	 0.430522	 2.46640	  3.7	 0.272404	 0.436103	0.838
3835	15	323.832		0.16	1	 0.968626	 1.13720	 0.430594	 2.46893	  3.6	 0.269016	 0.437588	0.814
3836	15	324.832		0.15	1	 0.961062	 1.13546	 0.431441	 2.47138	  3.5	 0.264811	 0.439209	0.793
3837	15	325.832		0.15	1	 0.952518	 1.13403	 0.432959	 2.47371	  3.4	 0.259780	 0.441287	0.775
3838	15	326.832		0.15	1	 0.942892	 1.13310	 0.435044	 2.47590	  3.3	 0.253924	 0.444129	0.759
3839	15	327.832		0.14	1	 0.932104	 1.13286	 0.437591	 2.47791	  3.2	 0.247257	 0.448017	0.746
3840	15	328.832		0.14	1	 0.920107	 1.13350	 0.440498	 2.47971	  3.1	 0.239805	 0.453193	0.736
3841	15	329.832		0.14	1	 0.906898	 1.13513	 0.443671	 2.48125	  3.1	 0.231613	 0.459843	0.729
3842	15	330.832		0.13	1	 0.892526	 1.13786	 0.447025	 2.48251	  3.0	 0.222751	 0.468086	0.724
3843	15	331.832		0.13	1	 0.877104	 1.14176	 0.450485	 2.48345	  3.0	 0.213310	 0.477960	0.722
3844	15	332.832		0.13	1	 0.860809	 1.14682	 0.453987	 2.48405	  3.0	 0.203411	 0.489418	0.723
3845	15	333.832		0.13	1	 0.843890	 1.15300	 0.457477	 2.48427	  3.0	 0.193206	 0.502315	0.726
3846	15	334.832		0.13	1	 0.826661	 1.16020	 0.460916	 2.48410	  3.0	 0.182872	 0.516412	0.732
3847	15	335.832		0.13	1	 0.809496	 1.16826	 0.464276	 2.48351	  3.0	 0.172610	 0.531379	0.740
3848	15	336.832		0.13	1	 0.792813	 1.17698	 0.467539	 2.48250	  3.0	 0.162637	 0.546807	0.752
3849	15	337.832		0.14	1	 0.777054	 1.18610	 0.470701	 2.48107	  3.1	 0.153176	 0.562227	0.766
3850	15	338.832		0.14	1	 0.762659	 1.19535	 0.473767	 2.47923	  3.2	 0.144446	 0.577135	0.782
3851	15	339.832		0.14	1	 0.750040	 1.20442	 0.476751	 2.47701	  3.2	 0.136644	 0.591022	0.802
3852	15	340.832		0.15	1	 0.739552	 1.21302	 0.479676	 2.47443	  3.3	 0.129938	 0.603407	0.824
3853	15	341.832		0.15	1	 0.731475	 1.22089	 0.482569	 2.47155	  3.5	 0.124453	 0.613863	0.849
3854	15	342.832		0.16	1	 0.725991	 1.22777	 0.485462	 2.46842	  3.6	 0.120264	 0.622046	0.877
3855	15	343.832		0.16	1	 0.723183	 1.23349	 0.488388	 2.46510	  3.7	 0.117398	 0.627708	0.908
3856	15	344.559	i25095Gh	0.17	1	 0.722814	 1.23684	 0.490553	 2.46259	  3.8	 0.116131	 0.630159	0.932
3857	16	0.000	i36124Gh	0.51	1	 1.09091	 1.33333	 0.00000	 2.27879	 11.0	 0.545455	 0.787879	1.000
3858	16	1.000		0.50	1	 1.09070	 1.32191	-0.0358788	 2.28136	 10.9	 0.563291	 0.794495	0.967
3859	16	2.000		0.49	1	 1.09065	 1.28306	-0.0567519	 2.28926	 10.6	 0.573702	 0.766107	0.949
3860	16	3.000		0.46	1	 1.09074	 1.21901	-0.0598534	 2.30206	 10.1	 0.575298	 0.703569	0.946
3861	16	4.000		0.43	1	 1.09089	 1.13673	-0.0456641	 2.31838	  9.4	 0.568276	 0.614118	0.957
3862	16	5.000		0.40	1	 1.09095	 1.04558	-0.0175689	 2.33643	  8.7	 0.554260	 0.508888	0.982
3863	16	5.495	i12512Gh	0.38	1	 1.09091	 1.00000	 0.00000	 2.34545	  8.4	 0.545455	 0.454545	1.000
3864	16	6.495		0.38	1	 1.06860	 1.06318	-0.00141956	 2.34664	  8.3	 0.535011	 0.529587	0.965
3865	16	7.495		0.38	1	 1.04150	 1.12703	-0.00260197	 2.34566	  8.4	 0.522049	 0.607588	0.941
3866	16	8.495		0.39	1	 1.01126	 1.18712	-0.00342563	 2.34246	  8.5	 0.507342	 0.683207	0.928
3867	16	9.495		0.40	1	 0.980036	 1.23934	-0.00376557	 2.33728	  8.7	 0.491901	 0.751202	0.925
3868	16	10.495		0.41	1	 0.949977	 1.28079	-0.00352072	 2.33061	  9.0	 0.476749	 0.807563	0.933
3869	16	11.495		0.42	1	 0.922794	 1.31027	-0.00263209	 2.32307	  9.3	 0.462713	 0.850187	0.951
3870	16	12.495		0.44	1	 0.899532	 1.32811	-0.00108597	 2.31524	  9.6	 0.450309	 0.878888	0.980
3871	16	13.028	i35531Gh	0.44	1	 0.888889	 1.33333	 0.00000	 2.31111	  9.7	 0.444444	 0.888889	1.000
3872	16	14.028		0.44	1	 0.896057	 1.31810	-0.00441294	 2.31573	  9.5	 0.450235	 0.872277	0.963
3873	16	15.028		0.43	1	 0.906183	 1.30326	-0.0100686	 2.31879	  9.4	 0.458126	 0.855205	0.931
3874	16	16.028		0.43	1	 0.918180	 1.29038	-0.0170935	 2.32010	  9.4	 0.467637	 0.839840	0.905
3875	16	17.028		0.43	1	 0.931016	 1.28064	-0.0254028	 2.31963	  9.4	 0.478209	 0.827836	0.884
3876	16	18.028		0.43	1	 0.943806	 1.27479	-0.0347019	 2.31744	  9.5	 0.489254	 0.820236	0.869
3877	16	19.028		0.44	1	 0.955858	 1.27315	-0.0444908	 2.31368	  9.6	 0.500174	 0.817467	0.859
3878	16	20.028		0.45	1	 0.966674	 1.27567	-0.0540672	 2.30856	  9.8	 0.510371	 0.819370	0.855
3879	16	21.028		0.46	1	 0.975939	 1.28195	-0.0625245	 2.30237	 10.1	 0.519232	 0.825241	0.856
3880	16	22.028		0.47	1	 0.983495	 1.29123	-0.0687561	 2.29546	 10.3	 0.526126	 0.833857	0.862
3881	16	23.028		0.49	1	 0.989328	 1.30243	-0.0714794	 2.28824	 10.6	 0.530404	 0.843502	0.873
3882	16	24.028		0.50	1	 0.993550	 1.31414	-0.0693005	 2.28123	 10.9	 0.531425	 0.852017	0.891
3883	16	25.028		0.51	1	 0.996392	 1.32469	-0.0608383	 2.27499	 11.1	 0.528615	 0.856918	0.913
3884	16	26.028		0.52	1	 0.998188	 1.33224	-0.0449160	 2.27014	 11.3	 0.521552	 0.855605	0.941
3885	16	27.028		0.53	1	 0.999352	 1.33497	-0.0208010	 2.26725	 11.4	 0.510077	 0.845697	0.974
3886	16	27.698	i12485Gh	0.53	1	 1.00000	 1.33333	 0.00000	 2.26667	 11.5	 0.500000	 0.833333	1.000
3887	16	27.698	i12450Gh	0.53	1	 1.00000	 1.33333	 0.00000	 2.26667	 11.5	 0.500000	 0.833333	1.000
3888	16	28.698		0.52	1	 0.999156	 1.33354	-0.0422335	 2.26861	 11.4	 0.520695	 0.855081	0.962
3889	16	29.698		0.52	1	 0.999552	 1.32939	-0.0835270	 2.27168	 11.3	 0.541539	 0.871376	0.930
3890	16	30.698		0.51	1	 1.00156	 1.32006	-0.122788	 2.27601	 11.1	 0.562172	 0.880678	0.901
3891	16	31.698		0.50	1	 1.00551	 1.30487	-0.158757	 2.28170	 10.9	 0.582131	 0.881497	0.878
3892	16	32.698		0.49	1	 1.01165	 1.28335	-0.190081	 2.28879	 10.6	 0.600867	 0.872568	0.859
3893	16	33.698		0.47	1	 1.02010	 1.25540	-0.215422	 2.29727	 10.3	 0.617762	 0.853061	0.845
3894	16	34.698		0.45	1	 1.03075	 1.22133	-0.233594	 2.30702	  9.9	 0.632171	 0.822751	0.835
3895	16	35.698		0.43	1	 1.04326	 1.18191	-0.243697	 2.31786	  9.5	 0.643477	 0.782134	0.830
3896	16	36.698		0.41	1	 1.05707	 1.13835	-0.245219	 2.32954	  9.0	 0.651146	 0.732424	0.829
3897	16	37.698		0.39	1	 1.07147	 1.09212	-0.238088	 2.34180	  8.5	 0.654778	 0.675428	0.833
3898	16	38.698		0.36	1	 1.08563	 1.04482	-0.222650	 2.35434	  8.0	 0.654140	 0.613331	0.842
3899	16	39.698		0.34	1	 1.09876	 0.998015	-0.199599	 2.36693	  7.5	 0.649180	 0.548434	0.855
3900	16	40.698		0.32	1	 1.11016	 0.953061	-0.169869	 2.37933	  7.1	 0.640012	 0.482917	0.872
3901	16	41.698		0.30	1	 1.11928	 0.911039	-0.134526	 2.39138	  6.6	 0.626903	 0.418663	0.895
3902	16	42.698		0.27	1	 1.12578	 0.872708	-0.0946770	 2.40297	  6.1	 0.610231	 0.357154	0.921
3903	16	43.698		0.26	1	 1.12952	 0.838518	-0.0513956	 2.41400	  5.7	 0.590458	 0.299456	0.953
3904	16	44.698		0.24	1	 1.13051	 0.808656	-0.00568548	 2.42444	  5.3	 0.568099	 0.246242	0.989
3905	16	44.802	i50801Gb	0.23	1	 1.13046	 0.805799	-0.000829700	 2.42549	  5.3	 0.565647	 0.240981	0.993
3906	16	45.802		0.24	1	 1.13697	 0.802793	-0.000552414	 2.42416	  5.3	 0.568760	 0.234585	0.979
3907	16	46.768	i12414Gh	0.24	1	 1.14286	 0.800000	 0.00000	 2.42286	  5.4	 0.571429	 0.228571	1.000
3908	16	47.768		0.34	1	 1.30691	 0.661376	-0.0376867	 2.36705	  7.5	 0.672300	 0.0267626	0.967
3909	16	48.768		0.51	1	 1.46476	 0.501727	-0.0496517	 2.27698	 11.1	 0.757204	-0.205826	0.949
3910	16	49.768		0.75	1	 1.60069	 0.336448	-0.0393823	 2.15613	 15.8	 0.820034	-0.444204	0.944
3911	16	50.768		1.04	1	 1.70154	 0.184090	-0.0189182	 2.01464	 21.3	 0.860227	-0.657219	0.954
3912	16	51.768		1.37	1	 1.76110	 0.0596425	-0.00303194	 1.86654	 27.1	 0.882067	-0.819392	0.978
3913	16	52.385	i12369Gh	1.58	1	 1.77778	 0.00000	 0.00000	 1.77778	 30.6	 0.888889	-0.888889	1.000
3914	16	53.385		1.33	1	 1.75768	 0.0706317	-0.00429018	 1.88258	 26.5	 0.880987	-0.806065	0.965
3915	16	54.385		1.09	1	 1.71583	 0.160164	-0.0161175	 1.99044	 22.2	 0.865974	-0.689693	0.941
3916	16	55.385		0.87	1	 1.65135	 0.266158	-0.0318089	 2.09615	 18.1	 0.841580	-0.543613	0.927
3917	16	56.385		0.67	1	 1.56576	 0.383407	-0.0456234	 2.19403	 14.3	 0.805691	-0.376661	0.923
3918	16	57.385		0.51	1	 1.46300	 0.504749	-0.0514741	 2.27893	 11.0	 0.757237	-0.201014	0.930
3919	16	58.385		0.38	1	 1.34880	 0.622576	-0.0448300	 2.34729	  8.3	 0.696815	-0.0294093	0.946
3920	16	59.385		0.28	1	 1.22954	 0.730372	-0.0238684	 2.39753	  6.3	 0.626706	 0.127535	0.974
3921	16	60.114	i12422Gh	0.24	1	 1.14286	 0.800000	 0.00000	 2.42286	  5.4	 0.571429	 0.228571	1.000
3922	16	61.114		0.28	1	 1.17053	 0.827240	-0.0621616	 2.40137	  6.2	 0.616345	 0.273057	0.965
3923	16	62.114		0.32	1	 1.19743	 0.853055	-0.106005	 2.38068	  7.0	 0.651717	 0.307343	0.941
3924	16	63.114		0.35	1	 1.22365	 0.874379	-0.128056	 2.36192	  7.7	 0.675851	 0.326584	0.927
3925	16	64.114		0.38	1	 1.24924	 0.889041	-0.128083	 2.34589	  8.4	 0.688663	 0.328462	0.923
3926	16	65.114		0.40	1	 1.27404	 0.896386	-0.109024	 2.33292	  8.9	 0.691534	 0.313875	0.929
3927	16	66.114		0.42	1	 1.29759	 0.897256	-0.0757869	 2.32287	  9.3	 0.686687	 0.286356	0.946
3928	16	67.114		0.44	1	 1.31919	 0.893445	-0.0336828	 2.31532	  9.6	 0.676438	 0.250690	0.974
3929	16	67.844	i45388Gh	0.44	1	 1.33333	 0.888889	 0.00000	 2.31111	  9.7	 0.666667	 0.222222	1.000
3930	16	68.844		0.48	1	 1.33356	 0.939530	-0.0374141	 2.29097	 10.5	 0.685488	 0.291456	0.971
3931	16	69.844		0.51	1	 1.33358	 0.977190	-0.0462337	 2.27596	 11.1	 0.689905	 0.333519	0.964
3932	16	70.844		0.53	1	 1.33346	 0.996950	-0.0255623	 2.26799	 11.4	 0.679512	 0.343001	0.979
3933	16	71.475	i12484Gh	0.53	1	 1.33333	 1.00000	 0.00000	 2.26667	 11.5	 0.666667	 0.333333	1.000
3934	16	71.475	i30013Gh	0.53	1	 1.33333	 1.00000	 0.00000	 2.26667	 11.5	 0.666667	 0.333333	1.000
3935	16	71.475	i28142Gh	0.53	1	 1.33333	 1.00000	 0.00000	 2.26667	 11.5	 0.666667	 0.333333	1.000
3936	16	72.475		0.50	1	 1.20883	 1.09779	-0.000610722	 2.28371	 10.8	 0.604723	 0.493682	0.971
3937	16	73.475		0.50	1	 1.05685	 1.19850	-0.000865536	 2.28261	 10.8	 0.528858	 0.670508	0.964
3938	16	74.475		0.54	1	 0.895831	 1.28818	-0.000556453	 2.26175	 11.7	 0.448194	 0.840542	0.979
3939	16	75.102	i20148Gh	0.58	1	 0.800000	 1.33333	 0.00000	 2.24000	 12.5	 0.400000	 0.933333	1.000
3940	16	75.102	i51144Gb	0.58	1	 0.800000	 1.33333	 0.00000	 2.24000	 12.5	 0.400000	 0.933333	1.000
3941	16	76.102		0.53	1	 0.799939	 1.29010	-0.0613390	 2.26624	 11.5	 0.430639	 0.920800	0.982
3942	16	76.879	i16633Gh	0.43	1	 0.800051	 1.20025	 5.07037e-05	 2.32004	  9.4	 0.400000	 0.800201	1.000
3943	16	77.879		0.43	1	 0.799960	 1.20036	-0.000164432	 2.32002	  9.4	 0.400062	 0.800461	0.982
3944	16	78.656	i43410Gh	0.43	1	 0.800000	 1.20000	 0.00000	 2.32000	  9.4	 0.400000	 0.800000	1.000
3945	16	79.656		0.26	1	 0.799702	 1.14129	 0.171752	 2.40901	  5.9	 0.313975	 0.655562	0.971
3946	16	80.656		0.13	1	 0.799737	 1.05526	 0.366232	 2.48310	  3.0	 0.216753	 0.472271	0.964
3947	16	81.656		0.05	1	 0.799920	 0.953801	 0.558105	 2.53327	  1.0	 0.120908	 0.274788	0.979
3948	16	82.282	i12526Gh	0.02	1	 0.800000	 0.888889	 0.666667	 2.55111	  0.3	 0.0666667	 0.155556	1.000
3949	16	83.282		0.04	1	 0.799981	 0.959196	 0.595551	 2.53723	  0.9	 0.102215	 0.261430	0.983
3950	16	84.049	i17758Gh	0.06	1	 0.800000	 1.00000	 0.571429	 2.52571	  1.3	 0.114286	 0.314286	1.000
3951	16	85.049		0.02	1	 0.859080	 0.896788	 0.651556	 2.54795	  0.5	 0.103762	 0.141470	0.967
