Nr	Group	Position	Locus	LOD	# Iter.	mu_A	mu_H	mu_B	Variance	% Expl.	Additive	Dominance	GIC
41	1	39.421		0.05	1	 1.32523	 1.57437	 1.51698	 0.994817	  0.5	-0.0958770	 0.153265	0.789
42	1	40.421		0.04	1	 1.32719	 1.52203	 1.53272	 0.994984	  0.5	-0.102768	 0.0920693	0.805
43	1	41.421		0.05	1	 1.32903	 1.46928	 1.54613	 0.994640	  0.5	-0.108551	 0.0316979	0.824
44	1	42.421		0.05	1	 1.33062	 1.41868	 1.55664	 0.993830	  0.6	-0.113010	-0.0249588	0.846
45	1	43.421		0.06	1	 1.33188	 1.37229	 1.56401	 0.992633	  0.7	-0.116066	-0.0756499	0.871
46	1	44.421		0.08	1	 1.33276	 1.33154	 1.56829	 0.991151	  0.9	-0.117767	-0.118982	0.900
47	1	45.421		0.09	1	 1.33326	 1.29710	 1.56978	 0.989489	  1.1	-0.118259	-0.154420	0.932
48	1	46.421		0.11	1	 1.33342	 1.26903	 1.56890	 0.987740	  1.2	-0.117738	-0.182134	0.967
49	1	47.266	i44475Gh	0.12	1	 1.33333	 1.25000	 1.56667	 0.986250	  1.4	-0.116667	-0.200000	1.000
50	1	48.266		0.12	1	 1.33347	 1.17566	 1.56700	 0.986250	  1.4	-0.116766	-0.274579	0.968
51	1	49.266		0.12	1	 1.33370	 1.05577	 1.56733	 0.986250	  1.4	-0.116819	-0.394742	0.950
52	1	50.266		0.12	1	 1.33402	 0.830178	 1.56767	 0.986250	  1.4	-0.116825	-0.620665	0.948
53	1	51.266		0.12	1	 1.33443	 0.248875	 1.56800	 0.986250	  1.4	-0.116785	-1.20234	0.962
54	1	52.266		0.12	1	 1.33494	-4.66942	 1.56834	 0.986250	  1.4	-0.116698	-6.12106	0.990
55	1	52.534	i10214Gh	0.04	1	 1.33333	 1.43137	 1.52941	 0.995098	  0.5	-0.0980392	0.0	1.000
56	1	52.534	i45668Gh	0.04	1	 1.33333	 1.43137	 1.52941	 0.995098	  0.5	-0.0980392	0.0	1.000
57	1	52.534	i43365Gh	0.04	1	 1.33333	 1.43137	 1.52941	 0.995098	  0.5	-0.0980392	0.0	1.000
58	1	53.534		0.20	1	 1.35073	-3.88235	 1.65477	 0.977273	  2.3	-0.152021	-5.38510	0.962
59	1	54.534		0.20	1	 1.34875	-1.12178	 1.65369	 0.977273	  2.3	-0.152470	-2.62300	0.929
60	1	55.534		0.20	1	 1.34688	-0.201108	 1.65260	 0.977273	  2.3	-0.152859	-1.70085	0.901
61	1	56.534		0.20	1	 1.34513	 0.259544	 1.65151	 0.977273	  2.3	-0.153190	-1.23877	0.877
62	1	57.534		0.20	1	 1.34349	 0.536157	 1.65041	 0.977273	  2.3	-0.153460	-0.960790	0.857
63	1	58.534		0.20	1	 1.34197	 0.720719	 1.64931	 0.977273	  2.3	-0.153669	-0.774917	0.842
64	1	59.534		0.20	1	 1.34057	 0.852656	 1.64820	 0.977273	  2.3	-0.153818	-0.641728	0.832
65	1	60.534		0.20	1	 1.33929	 0.951678	 1.64710	 0.977273	  2.3	-0.153905	-0.541514	0.825
66	1	61.534		0.20	1	 1.33813	 1.02874	 1.64599	 0.977273	  2.3	-0.153931	-0.463326	0.824
67	1	62.534		0.20	1	 1.33710	 1.09040	 1.64489	 0.977273	  2.3	-0.153895	-0.400593	0.826
68	1	63.534		0.20	1	 1.33619	 1.14085	 1.64379	 0.977273	  2.3	-0.153798	-0.349137	0.833
69	1	64.534		0.20	1	 1.33541	 1.18288	 1.64269	 0.977273	  2.3	-0.153639	-0.306171	0.844
70	1	65.534		0.20	1	 1.33476	 1.21841	 1.64159	 0.977273	  2.3	-0.153419	-0.269764	0.860
71	1	66.534		0.20	1	 1.33423	 1.24882	 1.64050	 0.977273	  2.3	-0.153139	-0.238540	0.880
72	1	67.534		0.20	1	 1.33382	 1.27513	 1.63942	 0.977273	  2.3	-0.152799	-0.211487	0.905
73	1	68.534		0.20	1	 1.33354	 1.29809	 1.63833	 0.977273	  2.3	-0.152399	-0.187845	0.934
74	1	69.534		0.20	1	 1.33338	 1.31828	 1.63726	 0.977273	  2.3	-0.151941	-0.167035	0.968
75	1	70.368	i24817Gh	0.20	1	 1.33333	 1.33333	 1.63636	 0.977273	  2.3	-0.151515	-0.151515	1.000
76	1	70.368	i13293Gh	0.20	1	 1.33333	 1.33333	 1.63636	 0.977273	  2.3	-0.151515	-0.151515	1.000
77	1	71.368		0.26	1	 1.33334	 1.30815	 1.66279	 0.970546	  2.9	-0.164727	-0.189914	0.991
78	1	71.639	i39000Gh	0.27	1	 1.33333	 1.30769	 1.66667	 0.969231	  3.1	-0.166667	-0.192308	1.000
79	1	72.639		0.17	1	 1.33332	 1.35695	 1.63622	 0.980384	  2.0	-0.151450	-0.127822	0.975
80	1	73.639		0.09	1	 1.33329	 1.42205	 1.59591	 0.989298	  1.1	-0.131309	-0.0425536	0.982
81	1	74.224	i00968Gh	0.06	1	 1.33333	 1.46154	 1.57143	 0.992674	  0.7	-0.119048	 0.00915751	1.000
82	1	75.224		0.09	1	 1.33331	 1.42970	 1.59695	 0.989831	  1.0	-0.131819	-0.0354320	0.966
83	1	76.224		0.12	1	 1.33349	 1.39887	 1.62581	 0.985812	  1.4	-0.146159	-0.0807782	0.943
84	1	77.224		0.17	1	 1.33377	 1.37170	 1.65617	 0.980771	  1.9	-0.161202	-0.123268	0.931
85	1	78.224		0.22	1	 1.33403	 1.35055	 1.68575	 0.975037	  2.5	-0.175858	-0.159338	0.931
86	1	79.224		0.27	1	 1.33421	 1.33691	 1.71235	 0.969049	  3.1	-0.189067	-0.186371	0.942
87	1	80.224		0.33	1	 1.33427	 1.33105	 1.73436	 0.963245	  3.7	-0.200046	-0.203269	0.965
88	1	81.173	i13253Gh	0.37	1	 1.33422	 1.33197	 1.75033	 0.958220	  4.2	-0.208055	-0.210314	0.997
89	1	82.173		0.41	1	 1.33294	 1.31158	 1.77190	 0.953757	  4.6	-0.219484	-0.240843	0.961
90	1	83.173		0.45	1	 1.32970	 1.29488	 1.78903	 0.949980	  5.0	-0.229664	-0.264484	0.934
91	1	84.173		0.47	1	 1.32531	 1.28269	 1.80053	 0.947153	  5.3	-0.237610	-0.280228	0.915
92	1	85.173		0.49	1	 1.32035	 1.27537	 1.80592	 0.945418	  5.5	-0.242781	-0.287764	0.904
93	1	86.173		0.49	1	 1.31511	 1.27291	 1.80536	 0.944789	  5.5	-0.245123	-0.287322	0.900
94	1	87.173		0.49	1	 1.30951	 1.27506	 1.79951	 0.945177	  5.5	-0.244999	-0.279457	0.905
95	1	88.173		0.48	1	 1.30331	 1.28142	 1.78933	 0.946427	  5.4	-0.243014	-0.264898	0.918
96	1	89.173		0.46	1	 1.29627	 1.29152	 1.77587	 0.948343	  5.2	-0.239804	-0.244550	0.939
97	1	90.173		0.44	1	 1.28850	 1.30473	 1.76020	 0.950718	  4.9	-0.235849	-0.219614	0.968
98	1	90.471	i13176Gh	0.43	1	 1.28612	 1.30916	 1.75525	 0.951484	  4.9	-0.234566	-0.211522	0.978
99	1	91.471		0.37	1	 1.28603	 1.31668	 1.73098	 0.958516	  4.1	-0.222475	-0.191821	0.961
100	1	92.471		0.30	1	 1.28588	 1.33799	 1.69899	 0.966295	  3.4	-0.206557	-0.154449	0.964
101	1	93.471		0.23	1	 1.28574	 1.37033	 1.66353	 0.973785	  2.6	-0.188893	-0.104304	0.986
102	1	93.856	i13174Gh	0.21	1	 1.28571	 1.38462	 1.65000	 0.976387	  2.4	-0.182143	-0.0832418	1.000
103	1	94.856		0.21	1	 1.29151	 1.36830	 1.64933	 0.976628	  2.3	-0.178908	-0.102114	0.967
104	1	95.856		0.20	1	 1.29766	 1.35540	 1.64551	 0.977235	  2.3	-0.173923	-0.116187	0.949
105	1	96.856		0.19	1	 1.30392	 1.34822	 1.63812	 0.978283	  2.2	-0.167098	-0.122797	0.945
106	1	97.856		0.18	1	 1.31006	 1.34838	 1.62741	 0.979763	  2.0	-0.158675	-0.120349	0.956
107	1	98.711	i44249Gh	0.16	1	 1.31511	 1.35447	 1.61637	 0.981296	  1.9	-0.150630	-0.111264	0.977
108	1	99.711		0.19	1	 1.34607	 1.30922	 1.62967	 0.978819	  2.1	-0.141801	-0.178650	0.945
109	1	100.711		0.22	1	 1.38242	 1.26343	 1.64403	 0.975160	  2.5	-0.130804	-0.249799	0.920
110	1	101.711		0.26	1	 1.42269	 1.22003	 1.65862	 0.970405	  3.0	-0.117965	-0.320629	0.903
111	1	102.711		0.31	1	 1.46481	 1.18206	 1.67243	 0.964796	  3.5	-0.103812	-0.386564	0.893
112	1	103.711		0.37	1	 1.50650	 1.15205	 1.68446	 0.958693	  4.1	-0.0889824	-0.443426	0.889
113	1	104.711		0.42	1	 1.54569	 1.13151	 1.69390	 0.952506	  4.7	-0.0741041	-0.488282	0.894
114	1	105.711		0.48	1	 1.58090	 1.12071	 1.70028	 0.946606	  5.3	-0.0596892	-0.519883	0.905
115	1	106.711		0.53	1	 1.61137	 1.11886	 1.70353	 0.941269	  5.9	-0.0460832	-0.538591	0.923
116	1	107.711		0.57	1	 1.63695	 1.12448	 1.70388	 0.936650	  6.3	-0.0334691	-0.545938	0.949
117	1	108.711		0.60	1	 1.65795	 1.13581	 1.70177	 0.932796	  6.7	-0.0219076	-0.544052	0.981
118	1	109.197	i33892Gh	0.62	1	 1.66667	 1.14286	 1.70000	 0.931190	  6.9	-0.0166667	-0.540476	1.000
119	1	110.197		0.35	1	 1.66668	 1.23686	 1.65045	 0.960096	  4.0	 0.00811876	-0.421706	0.991
120	1	110.469	i27305Gh	0.29	1	 1.66667	 1.26667	 1.63158	 0.967193	  3.3	 0.0175439	-0.382456	1.000
121	1	111.469		0.33	1	 1.66627	 1.23765	 1.64932	 0.962380	  3.8	 0.00847372	-0.420147	0.970
122	1	112.469		0.37	1	 1.65617	 1.21762	 1.66161	 0.958547	  4.1	-0.00271900	-0.441275	0.960
123	1	113.469		0.39	1	 1.63335	 1.20997	 1.66723	 0.956254	  4.4	-0.0169391	-0.440326	0.971
124	1	114.422	i13177Gh	0.39	1	 1.60000	 1.21429	 1.66667	 0.955595	  4.4	-0.0333333	-0.419048	1.000
125	1	114.422	i35226Gh	0.39	1	 1.60000	 1.21429	 1.66667	 0.955595	  4.4	-0.0333333	-0.419048	1.000
126	1	115.422		0.46	1	 1.65285	 1.18198	 1.67775	 0.948543	  5.1	-0.0124494	-0.483323	0.966
127	1	116.422		0.51	1	 1.69217	 1.15760	 1.68571	 0.942731	  5.7	 0.00322897	-0.531345	0.943
128	1	117.422		0.55	1	 1.71767	 1.14109	 1.68973	 0.938575	  6.1	 0.0139700	-0.562611	0.933
129	1	118.422		0.57	1	 1.73314	 1.13196	 1.68893	 0.936262	  6.4	 0.0221097	-0.579079	0.934
130	1	119.422		0.57	1	 1.74276	 1.13058	 1.68224	 0.935968	  6.4	 0.0302614	-0.581914	0.946
131	1	120.422		0.56	1	 1.74858	 1.13856	 1.66876	 0.937944	  6.2	 0.0399079	-0.570111	0.971
132	1	121.258	i23381Gh	0.52	1	 1.75000	 1.15385	 1.65217	 0.941492	  5.9	 0.0489130	-0.547241	1.000
133	1	122.258		0.46	1	 1.75003	 1.15715	 1.63399	 0.948153	  5.2	 0.0580212	-0.534861	0.991
134	1	122.529	i28484Gh	0.44	1	 1.75000	 1.16667	 1.62500	 0.951042	  4.9	 0.0625000	-0.520833	1.000
135	1	123.529		0.30	1	 1.58614	 1.19590	 1.62514	 0.965635	  3.4	-0.0195003	-0.409738	0.975
136	1	124.529		0.22	1	 1.41050	 1.26036	 1.62509	 0.974720	  2.5	-0.107292	-0.257437	0.982
137	1	125.111	i25539Gh	0.21	1	 1.33333	 1.30000	 1.62500	 0.976458	  2.4	-0.145833	-0.179167	1.000
138	1	125.111	i46158Gh	0.21	1	 1.33333	 1.30000	 1.62500	 0.976458	  2.4	-0.145833	-0.179167	1.000
139	1	126.111		0.27	1	 1.33334	 1.27223	 1.64894	 0.969570	  3.0	-0.157800	-0.218905	0.991
140	1	126.381	i43047Gh	0.28	1	 1.33333	 1.27273	 1.65217	 0.968314	  3.2	-0.159420	-0.220026	1.000
141	1	127.381		0.12	1	 1.33332	 1.38497	 1.60607	 0.985892	  1.4	-0.136373	-0.0847301	0.991
142	1	127.651	i31353Gh	0.09	1	 1.33333	 1.41667	 1.59091	 0.989205	  1.1	-0.128788	-0.0454545	1.000
143	1	128.280	i25461Gh	0.08	1	 1.33333	 1.43702	 1.58312	 0.991014	  0.9	-0.124891	-0.0212011	0.987
144	1	128.912	i45451Gh	0.06	1	 1.33333	 1.46154	 1.57143	 0.992674	  0.7	-0.119048	 0.00915751	1.000
145	1	128.912	i20750Gh	0.06	1	 1.33333	 1.46154	 1.57143	 0.992674	  0.7	-0.119048	 0.00915751	1.000
146	1	128.912	i32191Gh	0.06	1	 1.33333	 1.46154	 1.57143	 0.992674	  0.7	-0.119048	 0.00915751	1.000
147	1	129.396	i32038Gh	0.07	1	 1.33333	 1.44259	 1.58064	 0.991430	  0.9	-0.123656	-0.0143935	0.988
148	1	130.175	i48385Gh	0.09	1	 1.33330	 1.41670	 1.59090	 0.989206	  1.1	-0.128801	-0.0454006	1.000
149	1	131.175		0.09	1	 1.42938	 1.37294	 1.58975	 0.989900	  1.0	-0.0801862	-0.136621	0.970
150	1	132.175		0.11	1	 1.54848	 1.33595	 1.58562	 0.987547	  1.2	-0.0185663	-0.231099	0.961
151	1	133.175		0.15	1	 1.66377	 1.31269	 1.57776	 0.983196	  1.7	 0.0430035	-0.308070	0.973
152	1	133.449	i39964Gh	0.16	1	 1.69232	 1.30936	 1.57461	 0.981915	  1.8	 0.0588540	-0.324108	0.980
153	1	134.068	i23088Gh	0.18	1	 1.75000	 1.30769	 1.56522	 0.979285	  2.1	 0.0923913	-0.349916	1.000
154	1	135.068		0.23	1	 1.75003	 1.28643	 1.58752	 0.974165	  2.6	 0.0812555	-0.382338	0.991
155	1	135.340	i02109Gh	0.24	1	 1.75000	 1.28571	 1.59091	 0.973133	  2.7	 0.0795455	-0.384740	1.000
156	1	135.340	i32132Gh	0.24	1	 1.75000	 1.28571	 1.59091	 0.973133	  2.7	 0.0795455	-0.384740	1.000
157	1	135.340	i23278Gh	0.24	1	 1.75000	 1.28571	 1.59091	 0.973133	  2.7	 0.0795455	-0.384740	1.000
158	1	135.340	i32291Gh	0.24	1	 1.75000	 1.28571	 1.59091	 0.973133	  2.7	 0.0795455	-0.384740	1.000
159	1	135.340	i44250Gh	0.24	1	 1.75000	 1.28571	 1.59091	 0.973133	  2.7	 0.0795455	-0.384740	1.000
160	1	135.340	i22592Gh	0.24	1	 1.75000	 1.28571	 1.59091	 0.973133	  2.7	 0.0795455	-0.384740	1.000
161	1	136.340		0.36	1	 1.85339	 1.22105	 1.59101	 0.959635	  4.0	 0.131194	-0.501150	0.975
162	1	137.340		0.45	1	 1.86308	 1.17753	 1.59098	 0.948997	  5.1	 0.136054	-0.549502	0.982
163	1	137.927	i35796Gh	0.49	1	 1.83320	 1.16674	 1.59087	 0.945499	  5.5	 0.121163	-0.545297	1.000
164	1	138.927		0.78	1	 1.83065	 1.03915	 1.64217	 0.914607	  8.5	 0.0942417	-0.697264	0.988
165	1	139.268	i24816Gh	0.88	1	 1.82988	 1.00581	 1.65218	 0.903869	  9.6	 0.0888497	-0.735218	0.997
166	1	140.268		0.91	1	 1.82232	 0.982483	 1.67834	 0.900173	 10.0	 0.0719892	-0.767848	0.960
167	1	141.268		0.95	1	 1.81367	 0.961680	 1.70496	 0.896375	 10.4	 0.0543516	-0.797634	0.927
168	1	142.268		0.99	1	 1.80377	 0.943937	 1.73160	 0.892541	 10.7	 0.0360841	-0.823751	0.899
169	1	143.268		1.02	1	 1.79248	 0.929712	 1.75781	 0.888737	 11.1	 0.0173351	-0.845433	0.875
170	1	144.268		1.06	1	 1.77963	 0.919367	 1.78314	 0.885028	 11.5	-0.00175615	-0.862015	0.856
171	1	145.268		1.10	1	 1.76505	 0.913155	 1.80718	 0.881472	 11.9	-0.0210674	-0.872963	0.842
172	1	146.268		1.13	1	 1.74861	 0.911208	 1.82960	 0.878121	 12.2	-0.0404973	-0.877895	0.831
173	1	147.268		1.16	1	 1.73018	 0.913544	 1.85011	 0.875016	 12.5	-0.0599634	-0.876599	0.825
174	1	148.268		1.19	1	 1.70971	 0.920063	 1.86850	 0.872188	 12.8	-0.0793942	-0.869046	0.824
175	1	149.268		1.21	1	 1.68723	 0.930554	 1.88467	 0.869655	 13.0	-0.0987183	-0.855399	0.827
176	1	150.268		1.24	1	 1.66287	 0.944702	 1.89857	 0.867424	 13.3	-0.117851	-0.836015	0.835
177	1	151.268		1.25	1	 1.63686	 0.962099	 1.91022	 0.865485	 13.5	-0.136684	-0.811442	0.847
178	1	152.268		1.27	1	 1.60958	 0.982258	 1.91973	 0.863818	 13.6	-0.155078	-0.782398	0.863
179	1	153.268		1.29	1	 1.58150	 1.00464	 1.92724	 0.862393	 13.8	-0.172868	-0.749735	0.884
180	1	154.268		1.30	1	 1.55318	 1.02866	 1.93292	 0.861171	 13.9	-0.189868	-0.714390	0.909
181	1	155.268		1.31	1	 1.52518	 1.05376	 1.93696	 0.860109	 14.0	-0.205890	-0.677316	0.939
182	1	155.426	i34203Gh	1.31	1	 1.52082	 1.05778	 1.93747	 0.859954	 14.0	-0.208321	-0.671361	0.945
183	1	156.426		1.27	1	 1.51618	 1.07040	 1.93914	 0.863839	 13.6	-0.211484	-0.657257	0.927
184	1	157.426		1.22	1	 1.49639	 1.09077	 1.93964	 0.868593	 13.1	-0.221622	-0.627251	0.920
185	1	158.426		1.17	1	 1.46177	 1.11770	 1.93914	 0.873686	 12.6	-0.238685	-0.582757	0.923
186	1	159.426		1.13	1	 1.41650	 1.14834	 1.93791	 0.878464	 12.2	-0.260702	-0.528870	0.937
187	1	160.426		1.09	1	 1.36731	 1.17915	 1.93618	 0.882401	 11.8	-0.284436	-0.472600	0.961
188	1	161.342	i30994Gh	1.06	1	 1.32440	 1.20504	 1.93429	 0.885068	 11.5	-0.304946	-0.424300	0.993
189	1	161.342	i23966Gh	1.06	1	 1.32440	 1.20504	 1.93429	 0.885068	 11.5	-0.304946	-0.424300	0.993
190	1	162.342		1.19	1	 1.42663	 1.16103	 1.95945	 0.871935	 12.8	-0.266412	-0.532007	0.965
191	1	163.342		1.36	1	 1.54782	 1.12400	 1.97993	 0.855465	 14.5	-0.216055	-0.639880	0.956
192	1	164.342		1.55	1	 1.67240	 1.10038	 1.99373	 0.836935	 16.3	-0.160668	-0.732689	0.965
193	1	165.342		1.74	1	 1.78137	 1.09429	 1.99974	 0.818657	 18.1	-0.109186	-0.796261	0.992
194	1	165.543	i24916Gh	1.77	1	 1.80000	 1.09524	 2.00000	 0.815238	 18.5	-0.100000	-0.804762	1.000
195	1	166.543		1.69	1	 1.83592	 1.08652	 1.99608	 0.823201	 17.7	-0.0800810	-0.829478	0.963
196	1	167.543		1.59	1	 1.87195	 1.08279	 1.98600	 0.832972	 16.7	-0.0570249	-0.846180	0.934
197	1	168.543		1.47	1	 1.90668	 1.08506	 1.96906	 0.844513	 15.5	-0.0311895	-0.852810	0.911
198	1	169.543		1.33	1	 1.93856	 1.09405	 1.94498	 0.857629	 14.2	-0.00321018	-0.847725	0.894
199	1	170.543		1.19	1	 1.96607	 1.11001	 1.91401	 0.871956	 12.8	 0.0260281	-0.830034	0.885
200	1	171.543		1.04	1	 1.98799	 1.13264	 1.87703	 0.886981	 11.3	 0.0554780	-0.799875	0.882
201	1	172.543		0.89	1	 2.00358	 1.16103	 1.83546	 0.902100	  9.8	 0.0840614	-0.758491	0.885
202	1	173.543		0.76	1	 2.01273	 1.19382	 1.79110	 0.916696	  8.3	 0.110813	-0.708096	0.896
203	1	174.543		0.63	1	 2.01587	 1.22935	 1.74588	 0.930229	  7.0	 0.134996	-0.651520	0.913
204	1	175.543		0.52	1	 2.01389	 1.26597	 1.70158	 0.942294	  5.8	 0.156152	-0.591769	0.936
205	1	176.543		0.42	1	 2.00788	 1.30217	 1.65968	 0.952650	  4.7	 0.174100	-0.531611	0.967
206	1	177.440	i31770Gh	0.35	1	 2.00000	 1.33333	 1.62500	 0.960417	  4.0	 0.187500	-0.479167	1.000
207	1	178.440		0.44	1	 2.00939	 1.29606	 1.66428	 0.951094	  4.9	 0.172555	-0.540779	0.964
208	1	179.440		0.54	1	 2.01382	 1.25766	 1.70605	 0.939984	  6.0	 0.153884	-0.602277	0.936
209	1	180.440		0.66	1	 2.01174	 1.21978	 1.74878	 0.927317	  7.3	 0.131480	-0.660478	0.916
210	1	181.440		0.79	1	 2.00194	 1.18435	 1.79057	 0.913512	  8.6	 0.105686	-0.711908	0.903
211	1	182.440		0.92	1	 1.98390	 1.15331	 1.82941	 0.899148	 10.1	 0.0772433	-0.753340	0.899
212	1	183.440		1.06	1	 1.95792	 1.12830	 1.86343	 0.884879	 11.5	 0.0472455	-0.782373	0.902
213	1	184.440		1.20	1	 1.92519	 1.11036	 1.89122	 0.871343	 12.9	 0.0169878	-0.797843	0.913
214	1	185.440		1.32	1	 1.88754	 1.09984	 1.91201	 0.859060	 14.1	-0.0122352	-0.799940	0.933
215	1	186.440		1.43	1	 1.84708	 1.09639	 1.92572	 0.848380	 15.2	-0.0393205	-0.790012	0.959
216	1	187.440		1.52	1	 1.80585	 1.09916	 1.93281	 0.839463	 16.1	-0.0634805	-0.770173	0.994
217	1	187.583	i13298Gh	1.53	1	 1.80000	 1.10000	 1.93333	 0.838333	 16.2	-0.0666667	-0.766667	1.000
218	1	187.583	i46213Gh	1.53	1	 1.80000	 1.10000	 1.93333	 0.838333	 16.2	-0.0666667	-0.766667	1.000
219	1	187.823	i44762Gh	1.52	1	 1.80000	 1.09446	 1.93012	 0.839736	 16.0	-0.0650588	-0.770598	0.992
220	1	188.333	i36296Gh	1.45	1	 1.80000	 1.09287	 1.91037	 0.846724	 15.3	-0.0551868	-0.762313	0.988
221	1	188.844	i13316Gh	1.33	1	 1.80000	 1.10526	 1.87500	 0.858487	 14.2	-0.0375000	-0.732237	1.000
222	1	188.844	i25947Gh	1.33	1	 1.80000	 1.10526	 1.87500	 0.858487	 14.2	-0.0375000	-0.732237	1.000
223	1	189.844		1.27	1	 1.79670	 1.08345	 1.86541	 0.863918	 13.6	-0.0343548	-0.747605	0.967
224	1	190.844		1.18	1	 1.79305	 1.07247	 1.84419	 0.872802	 12.7	-0.0255677	-0.746145	0.948
225	1	191.844		1.06	1	 1.78886	 1.07483	 1.81179	 0.884845	 11.5	-0.0114617	-0.725498	0.943
226	1	192.844		0.92	1	 1.78402	 1.09088	 1.77073	 0.899143	 10.1	 0.00664318	-0.686501	0.952
227	1	193.844		0.78	1	 1.77853	 1.11861	 1.72504	 0.914398	  8.6	 0.0267456	-0.633170	0.975
