Nr	Group	Position	Locus	LOD	# Iter.	mu_A	mu_H	mu_B	Variance	% Expl.	Additive	Dominance	GIC
6348	14	263.676		0.37	1	 1.71748	 1.05538	 1.47658	 1.19077	  4.7	 0.120452	-0.541650	0.927
6349	14	264.676		0.35	1	 1.70680	 1.07782	 1.45320	 1.19456	  4.4	 0.126803	-0.502177	0.949
6350	14	265.676		0.32	1	 1.69455	 1.10710	 1.42936	 1.19861	  4.1	 0.132593	-0.454855	0.979
6351	14	266.225	i53715Gb	0.31	1	 1.68750	 1.12500	 1.41667	 1.20081	  3.9	 0.135417	-0.427083	1.000
6352	14	266.225	i46146Gh	0.31	1	 1.68750	 1.12500	 1.41667	 1.20081	  3.9	 0.135417	-0.427083	1.000
6353	14	267.225		0.27	1	 1.68754	 1.19150	 1.38364	 1.20733	  3.4	 0.151950	-0.344086	0.988
6354	14	267.638	i34264Gh	0.25	1	 1.68750	 1.22222	 1.36364	 1.20940	  3.2	 0.161932	-0.303346	1.000
6355	14	268.638		0.38	1	 1.73061	 1.12440	 1.36237	 1.19021	  4.7	 0.184117	-0.422088	0.976
6356	14	269.580	i44094Gh	0.48	1	 1.74853	 1.06780	 1.35899	 1.17493	  5.9	 0.194773	-0.485959	0.983
6357	14	270.580		0.53	1	 1.78372	 1.05409	 1.35446	 1.16805	  6.5	 0.214631	-0.514998	0.952
6358	14	271.580		0.56	1	 1.81144	 1.05416	 1.34943	 1.16345	  6.9	 0.231005	-0.526269	0.929
6359	14	272.580		0.57	1	 1.83138	 1.06427	 1.34451	 1.16092	  7.1	 0.243434	-0.523669	0.914
6360	14	273.580		0.58	1	 1.84437	 1.08085	 1.33985	 1.16006	  7.1	 0.252262	-0.511266	0.909
6361	14	274.580		0.58	1	 1.85168	 1.10136	 1.33514	 1.16046	  7.1	 0.258266	-0.492045	0.912
6362	14	275.580		0.57	1	 1.85448	 1.12457	 1.32978	 1.16179	  7.0	 0.262353	-0.467559	0.924
6363	14	276.580		0.55	1	 1.85374	 1.15020	 1.32307	 1.16381	  6.8	 0.265334	-0.438207	0.945
6364	14	277.580		0.54	1	 1.85013	 1.17843	 1.31462	 1.16635	  6.6	 0.267755	-0.403947	0.974
6365	14	278.288	i25250Gh	0.52	1	 1.84615	 1.20000	 1.30769	 1.16838	  6.5	 0.269231	-0.376923	1.000
6366	14	279.288		0.53	1	 1.86485	 1.18802	 1.30969	 1.16740	  6.6	 0.277578	-0.399254	0.964
6367	14	280.288		0.53	1	 1.88017	 1.18157	 1.31144	 1.16737	  6.6	 0.284365	-0.414242	0.937
6368	14	281.288		0.52	1	 1.89055	 1.18238	 1.31255	 1.16848	  6.5	 0.289002	-0.419167	0.919
6369	14	282.288		0.51	1	 1.89470	 1.19149	 1.31276	 1.17083	  6.3	 0.290970	-0.412236	0.909
6370	14	283.288		0.48	1	 1.89196	 1.20878	 1.31206	 1.17434	  6.0	 0.289951	-0.393229	0.907
6371	14	284.288		0.45	1	 1.88254	 1.23291	 1.31071	 1.17880	  5.6	 0.285915	-0.363714	0.914
6372	14	285.288		0.42	1	 1.86742	 1.26165	 1.30917	 1.18389	  5.2	 0.279126	-0.326643	0.930
6373	14	286.288		0.38	1	 1.84809	 1.29248	 1.30798	 1.18927	  4.8	 0.270055	-0.285553	0.954
6374	14	287.288		0.35	1	 1.82613	 1.32311	 1.30758	 1.19464	  4.4	 0.259272	-0.243746	0.987
6375	14	287.634	i00908Gh	0.34	1	 1.81818	 1.33333	 1.30769	 1.19645	  4.2	 0.255245	-0.229604	1.000
6376	14	288.634		0.31	1	 1.79954	 1.36070	 1.28423	 1.20023	  3.9	 0.257654	-0.181184	0.969
6377	14	289.634		0.29	1	 1.77144	 1.40467	 1.26082	 1.20365	  3.6	 0.255312	-0.111458	0.956
6378	14	290.634		0.28	1	 1.73791	 1.46299	 1.23885	 1.20556	  3.5	 0.249528	-0.0253947	0.962
6379	14	291.634		0.28	1	 1.70455	 1.52885	 1.22034	 1.20507	  3.5	 0.242103	 0.0664071	0.985
6380	14	292.038	i39162Gh	0.29	1	 1.69231	 1.55556	 1.21429	 1.20413	  3.6	 0.239011	 0.102259	1.000
6381	14	292.038	i10490Gh	0.29	1	 1.69231	 1.55556	 1.21429	 1.20413	  3.6	 0.239011	 0.102259	1.000
6382	14	293.038		0.28	1	 1.60362	 1.69053	 1.21425	 1.20585	  3.5	 0.194685	 0.281594	0.988
6383	14	293.451	i23959Gh	0.30	1	 1.57143	 1.75000	 1.21429	 1.20238	  3.8	 0.178571	 0.357143	1.000
6384	14	294.451		0.21	1	 1.61121	 1.62072	 1.23858	 1.21683	  2.6	 0.186319	 0.195829	0.974
6385	14	295.451		0.17	1	 1.65608	 1.49263	 1.27392	 1.22255	  2.1	 0.191084	 0.0276328	0.975
6386	14	296.333	i50345Gb	0.18	1	 1.69231	 1.40023	 1.30749	 1.22050	  2.3	 0.192409	-0.0996674	1.000
6387	14	297.333		0.12	1	 1.63578	 1.47000	 1.30745	 1.23003	  1.5	 0.164168	-0.00161590	0.969
6388	14	298.333		0.10	1	 1.56826	 1.56125	 1.30731	 1.23391	  1.2	 0.130475	 0.123465	0.956
6389	14	299.333		0.12	1	 1.50092	 1.65988	 1.30721	 1.23051	  1.5	 0.0968542	 0.255817	0.961
6390	14	300.333		0.18	1	 1.44577	 1.74804	 1.30734	 1.22063	  2.3	 0.0692183	 0.371485	0.985
6391	14	300.742	i56083Gb	0.21	1	 1.42849	 1.77793	 1.30748	 1.21534	  2.7	 0.0605064	 0.409947	1.000
6392	14	301.742		0.12	1	 1.50174	 1.65224	 1.30762	 1.23053	  1.5	 0.0970609	 0.247562	0.988
6393	14	302.164	i27617Gh	0.10	1	 1.53846	 1.60000	 1.30769	 1.23333	  1.3	 0.115385	 0.176923	1.000
6394	14	302.164	i00706Gh	0.10	1	 1.53846	 1.60000	 1.30769	 1.23333	  1.3	 0.115385	 0.176923	1.000
6395	14	303.164		0.12	1	 1.53766	 1.62902	 1.28089	 1.22946	  1.6	 0.128387	 0.219740	0.966
6396	14	304.164		0.15	1	 1.53498	 1.65657	 1.25772	 1.22514	  1.9	 0.138631	 0.260219	0.945
6397	14	305.164		0.18	1	 1.52973	 1.68220	 1.24048	 1.22048	  2.3	 0.144622	 0.297090	0.936
6398	14	306.164		0.21	1	 1.52144	 1.70709	 1.22985	 1.21541	  2.7	 0.145795	 0.331440	0.939
6399	14	306.579	i10499Gh	0.23	1	 1.51711	 1.71764	 1.22729	 1.21315	  2.9	 0.144909	 0.345441	0.944
6400	14	307.579		0.17	1	 1.50595	 1.68620	 1.25325	 1.22203	  2.2	 0.126350	 0.306599	0.936
6401	14	308.579		0.13	1	 1.49386	 1.65751	 1.28366	 1.22941	  1.6	 0.105101	 0.268751	0.939
6402	14	309.579		0.09	1	 1.48180	 1.63193	 1.31639	 1.23524	  1.1	 0.0827020	 0.232837	0.956
6403	14	310.579		0.06	1	 1.47060	 1.60917	 1.34982	 1.23962	  0.8	 0.0603887	 0.198956	0.984
6404	14	310.995	i46763Gh	0.05	1	 1.46633	 1.60040	 1.36364	 1.24105	  0.7	 0.0513474	 0.185416	1.000
6405	14	311.995		0.08	1	 1.49934	 1.60952	 1.31609	 1.23665	  1.0	 0.0916269	 0.201802	0.974
6406	14	312.995		0.12	1	 1.53641	 1.60891	 1.27673	 1.23069	  1.5	 0.129840	 0.202340	0.975
6407	14	313.883	i51633Gb	0.16	1	 1.57132	 1.60014	 1.25000	 1.22440	  2.0	 0.160660	 0.189481	1.000
6408	14	314.883		0.16	1	 1.59227	 1.56925	 1.24995	 1.22445	  2.0	 0.171161	 0.148140	0.988
6409	14	315.302	i48367Gh	0.16	1	 1.60000	 1.55559	 1.24996	 1.22422	  2.0	 0.175018	 0.130607	1.000
6410	14	316.302		0.09	1	 1.60002	 1.44483	 1.32603	 1.23560	  1.1	 0.136993	-0.0181902	0.988
6411	14	316.717	i62166Gt	0.07	1	 1.60000	 1.40000	 1.36364	 1.23737	  0.9	 0.118182	-0.0818182	1.000
6412	14	317.717		0.09	1	 1.61825	 1.38113	 1.36324	 1.23501	  1.1	 0.127507	-0.109612	0.967
6413	14	318.717		0.11	1	 1.63664	 1.36344	 1.36377	 1.23238	  1.3	 0.136436	-0.136762	0.946
6414	14	319.717		0.12	1	 1.65411	 1.34885	 1.36452	 1.22961	  1.6	 0.144798	-0.160461	0.939
6415	14	320.717		0.14	1	 1.66963	 1.33885	 1.36487	 1.22685	  1.8	 0.152384	-0.178406	0.946
6416	14	321.717		0.16	1	 1.68244	 1.33400	 1.36455	 1.22425	  2.0	 0.158945	-0.189495	0.965
6417	14	322.717		0.17	1	 1.69213	 1.33395	 1.36367	 1.22194	  2.2	 0.164229	-0.193952	0.997
6418	14	322.749	i10482Gh	0.17	1	 1.69239	 1.33402	 1.36364	 1.22187	  2.2	 0.164375	-0.193996	0.999
6419	14	323.749		0.17	1	 1.68957	 1.33569	 1.36524	 1.22295	  2.1	 0.162167	-0.191717	0.961
6420	14	324.749		0.16	1	 1.68638	 1.33779	 1.36668	 1.22404	  2.0	 0.159852	-0.188744	0.926
6421	14	325.749		0.15	1	 1.68284	 1.34034	 1.36789	 1.22513	  1.9	 0.157471	-0.185029	0.896
6422	14	326.749		0.15	1	 1.67893	 1.34334	 1.36878	 1.22622	  1.8	 0.155076	-0.180517	0.869
6423	14	327.749		0.14	1	 1.67468	 1.34680	 1.36922	 1.22731	  1.8	 0.152733	-0.175149	0.845
6424	14	328.749		0.13	1	 1.67010	 1.35072	 1.36905	 1.22840	  1.7	 0.150524	-0.168858	0.825
6425	14	329.749		0.12	1	 1.66521	 1.35509	 1.36811	 1.22947	  1.6	 0.148549	-0.161563	0.809
6426	14	330.749		0.12	1	 1.66002	 1.35991	 1.36614	 1.23052	  1.5	 0.146936	-0.153169	0.796
6427	14	331.749		0.11	1	 1.65456	 1.36516	 1.36287	 1.23156	  1.4	 0.145844	-0.143554	0.787
6428	14	332.749		0.10	1	 1.64886	 1.37082	 1.35790	 1.23256	  1.3	 0.145478	-0.132558	0.781
6429	14	333.749		0.10	1	 1.64295	 1.37687	 1.35074	 1.23354	  1.3	 0.146106	-0.119966	0.778
6430	14	334.749		0.09	1	 1.63686	 1.38329	 1.34069	 1.23449	  1.2	 0.148087	-0.105479	0.779
6431	14	335.749		0.09	1	 1.63063	 1.39005	 1.32680	 1.23540	  1.1	 0.151918	-0.0886656	0.783
6432	14	336.749		0.08	1	 1.62430	 1.39710	 1.30767	 1.23627	  1.0	 0.158314	-0.0688806	0.791
6433	14	337.749		0.08	1	 1.61790	 1.40443	 1.28120	 1.23709	  1.0	 0.168351	-0.0451233	0.802
6434	14	338.749		0.07	1	 1.61147	 1.41198	 1.24399	 1.23787	  0.9	 0.183740	-0.0157589	0.817
6435	14	339.749		0.07	1	 1.60506	 1.41971	 1.19025	 1.23860	  0.9	 0.207405	 0.0220587	0.835
6436	14	340.749		0.06	1	 1.59869	 1.42759	 1.10904	 1.23928	  0.8	 0.244826	 0.0737293	0.857
6437	14	341.749		0.06	1	 1.59241	 1.43558	 0.977078	 1.23991	  0.7	 0.307663	 0.150835	0.882
6438	14	342.749		0.05	1	 1.58624	 1.44362	 0.734194	 1.24048	  0.7	 0.426023	 0.283408	0.911
6439	14	343.749		0.05	1	 1.58022	 1.45169	 0.162021	 1.24101	  0.7	 0.709101	 0.580572	0.944
6440	14	344.749		0.05	1	 1.57439	 1.45975	-2.63409	 1.24148	  0.6	 2.10424	 1.98960	0.980
6441	14	345.270	i41879Gh		1								1.000
6442	14	346.270		0.06	1	 1.56855	 1.59552	-17.0561	 1.24021	  0.7	 9.31233	 9.33930	0.961
6443	14	347.270		0.05	1	 1.56543	 1.59205	-7.58479	 1.24083	  0.7	 4.57511	 4.60173	0.923
6444	14	348.270		0.05	1	 1.56204	 1.58874	-4.42483	 1.24144	  0.6	 2.99343	 3.02013	0.888
6445	14	349.270		0.05	1	 1.55835	 1.58561	-2.84281	 1.24204	  0.6	 2.20058	 2.22784	0.854
6446	14	350.270		0.04	1	 1.55433	 1.58269	-1.89207	 1.24263	  0.5	 1.72320	 1.75156	0.821
6447	14	351.270		0.04	1	 1.54996	 1.58002	-1.25706	 1.24321	  0.5	 1.40351	 1.43357	0.790
6448	14	352.270		0.03	1	 1.54520	 1.57761	-0.802555	 1.24378	  0.4	 1.17388	 1.20628	0.760
6449	14	353.270		0.03	1	 1.54003	 1.57550	-0.460945	 1.24433	  0.4	 1.00049	 1.03595	0.732
6450	14	354.270		0.03	1	 1.53442	 1.57372	-0.194674	 1.24485	  0.4	 0.864547	 0.903848	0.705
6451	14	355.270		0.02	1	 1.52833	 1.57230	 0.0187896	 1.24535	  0.3	 0.754770	 0.798744	0.679
6452	14	356.270		0.02	1	 1.52173	 1.57128	 0.193785	 1.24583	  0.3	 0.663975	 0.713515	0.655
6453	14	357.270		0.02	1	 1.51461	 1.57067	 0.339876	 1.24627	  0.2	 0.587366	 0.643424	0.632
6454	14	358.270		0.02	1	 1.50692	 1.57050	 0.463685	 1.24667	  0.2	 0.521618	 0.585195	0.610
6455	14	359.270		0.01	1	 1.49866	 1.57080	 0.569953	 1.24704	  0.2	 0.464352	 0.536494	0.589
6456	14	360.270		0.01	1	 1.48979	 1.57158	 0.662163	 1.24736	  0.1	 0.413815	 0.495605	0.569
6457	14	361.270		0.01	1	 1.48032	 1.57286	 0.742941	 1.24764	  0.1	 0.368690	 0.461233	0.551
6458	14	362.270		0.01	1	 1.47023	 1.57465	 0.814306	 1.24787	  0.1	 0.327963	 0.432378	0.533
6459	14	363.270		0.01	1	 1.45953	 1.57693	 0.877847	 1.24804	  0.1	 0.290843	 0.408240	0.517
6460	14	364.270		0.01	1	 1.44824	 1.57970	 0.934833	 1.24816	  0.1	 0.256701	 0.388165	0.501
6461	14	365.270		0.01	1	 1.43637	 1.58293	 0.986299	 1.24823	  0.1	 0.225033	 0.371601	0.487
6462	14	366.270		0.01	1	 1.42396	 1.58659	 1.03310	 1.24823	  0.1	 0.195430	 0.358064	0.473
6463	14	367.270		0.01	1	 1.41107	 1.59063	 1.07596	 1.24817	  0.1	 0.167556	 0.347119	0.461
6464	14	368.270		0.01	1	 1.39777	 1.59499	 1.11549	 1.24805	  0.1	 0.141139	 0.338362	0.449
6465	14	369.270		0.01	1	 1.38413	 1.59958	 1.15222	 1.24786	  0.1	 0.115956	 0.331409	0.438
6466	14	370.270		0.01	1	 1.37026	 1.60432	 1.18661	 1.24762	  0.1	 0.0918258	 0.325888	0.428
6467	14	371.270		0.01	1	 1.35627	 1.60911	 1.21906	 1.24732	  0.2	 0.0686049	 0.321438	0.419
6468	14	372.270		0.01	1	 1.34229	 1.61381	 1.24993	 1.24696	  0.2	 0.0461826	 0.317703	0.411
6469	14	373.270		0.02	1	 1.32846	 1.61832	 1.27951	 1.24655	  0.2	 0.0244772	 0.314337	0.403
6470	14	374.270		0.02	1	 1.31492	 1.62250	 1.30806	 1.24609	  0.3	 0.00343371	 0.311006	0.397
6471	14	375.270		0.02	1	 1.30184	 1.62621	 1.33580	 1.24559	  0.3	-0.0169791	 0.307394	0.391
6472	14	376.270		0.03	1	 1.28935	 1.62934	 1.36290	 1.24505	  0.3	-0.0367712	 0.303212	0.386
6473	14	377.270		0.03	1	 1.27762	 1.63175	 1.38949	 1.24448	  0.4	-0.0559341	 0.298198	0.382
6474	14	378.270		0.03	1	 1.26677	 1.63335	 1.41566	 1.24389	  0.4	-0.0744440	 0.292133	0.379
6475	14	379.270		0.04	1	 1.25693	 1.63404	 1.44146	 1.24328	  0.5	-0.0922648	 0.284840	0.376
6476	14	380.270		0.04	1	 1.24820	 1.63375	 1.46691	 1.24266	  0.5	-0.109352	 0.276196	0.374
6477	14	381.270		0.05	1	 1.24067	 1.63245	 1.49198	 1.24203	  0.6	-0.125656	 0.266126	0.373
6478	14	382.270		0.05	1	 1.23437	 1.63011	 1.51662	 1.24140	  0.6	-0.141125	 0.254614	0.373
6479	14	383.270		0.05	1	 1.22934	 1.62674	 1.54076	 1.24078	  0.7	-0.155712	 0.241693	0.373
6480	14	384.270		0.06	1	 1.22557	 1.62239	 1.56431	 1.24016	  0.7	-0.169370	 0.227444	0.375
6481	14	385.270		0.06	1	 1.22304	 1.61710	 1.58717	 1.23955	  0.8	-0.182065	 0.211992	0.377
6482	14	386.270		0.06	1	 1.22170	 1.61096	 1.60923	 1.23896	  0.8	-0.193767	 0.195495	0.380
6483	14	387.270		0.07	1	 1.22146	 1.60406	 1.63038	 1.23837	  0.9	-0.204460	 0.178138	0.383
6484	14	388.270		0.07	1	 1.22225	 1.59651	 1.65052	 1.23780	  0.9	-0.214138	 0.160124	0.388
6485	14	389.270		0.08	1	 1.22396	 1.58842	 1.66957	 1.23724	  1.0	-0.222805	 0.141660	0.393
6486	14	390.270		0.08	1	 1.22648	 1.57992	 1.68743	 1.23669	  1.0	-0.230476	 0.122960	0.399
6487	14	391.270		0.08	1	 1.22971	 1.57111	 1.70406	 1.23615	  1.0	-0.237177	 0.104226	0.406
6488	14	392.270		0.09	1	 1.23353	 1.56212	 1.71941	 1.23562	  1.1	-0.242940	 0.0856492	0.413
6489	14	393.270		0.09	1	 1.23784	 1.55305	 1.73345	 1.23509	  1.1	-0.247804	 0.0674057	0.422
6490	14	394.270		0.09	1	 1.24253	 1.54399	 1.74616	 1.23457	  1.2	-0.251816	 0.0496502	0.431
6491	14	395.270		0.10	1	 1.24750	 1.53504	 1.75755	 1.23405	  1.2	-0.255024	 0.0325163	0.441
6492	14	396.270		0.10	1	 1.25268	 1.52627	 1.76764	 1.23353	  1.3	-0.257479	 0.0161155	0.453
6493	14	397.270		0.10	1	 1.25798	 1.51775	 1.77645	 1.23302	  1.3	-0.259236	 0.000537204	0.465
6494	14	398.270		0.11	1	 1.26333	 1.50953	 1.78402	 1.23250	  1.3	-0.260348	-0.0141502	0.478
6495	14	399.270		0.11	1	 1.26868	 1.50165	 1.79041	 1.23198	  1.4	-0.260869	-0.0278979	0.491
6496	14	400.270		0.11	1	 1.27397	 1.49415	 1.79567	 1.23146	  1.4	-0.260849	-0.0406750	0.506
6497	14	401.270		0.12	1	 1.27918	 1.48705	 1.79985	 1.23093	  1.5	-0.260339	-0.0524665	0.522
6498	14	402.270		0.12	1	 1.28426	 1.48037	 1.80303	 1.23041	  1.5	-0.259387	-0.0632713	0.539
6499	14	403.270		0.12	1	 1.28918	 1.47412	 1.80526	 1.22988	  1.5	-0.258038	-0.0730998	0.557
6500	14	404.270		0.13	1	 1.29394	 1.46830	 1.80661	 1.22935	  1.6	-0.256335	-0.0819724	0.576
6501	14	405.270		0.13	1	 1.29851	 1.46291	 1.80715	 1.22882	  1.6	-0.254318	-0.0899175	0.596
6502	14	406.270		0.13	1	 1.30289	 1.45794	 1.80693	 1.22829	  1.7	-0.252024	-0.0969698	0.617
6503	14	407.270		0.14	1	 1.30707	 1.45338	 1.80604	 1.22775	  1.7	-0.249486	-0.103169	0.639
6504	14	408.270		0.14	1	 1.31105	 1.44923	 1.80452	 1.22722	  1.8	-0.246737	-0.108557	0.663
6505	14	409.270		0.14	1	 1.31483	 1.44545	 1.80244	 1.22669	  1.8	-0.243806	-0.113180	0.688
6506	14	410.270		0.15	1	 1.31841	 1.44204	 1.79984	 1.22616	  1.8	-0.240717	-0.117085	0.714
6507	14	411.270		0.15	1	 1.32180	 1.43898	 1.79680	 1.22563	  1.9	-0.237497	-0.120318	0.741
6508	14	412.270		0.15	1	 1.32501	 1.43625	 1.79334	 1.22511	  1.9	-0.234165	-0.122927	0.770
6509	14	413.270		0.16	1	 1.32805	 1.43383	 1.78953	 1.22459	  2.0	-0.230742	-0.124959	0.800
6510	14	414.270		0.16	1	 1.33091	 1.43170	 1.78540	 1.22407	  2.0	-0.227245	-0.126458	0.832
6511	14	415.270		0.16	1	 1.33362	 1.42984	 1.78100	 1.22356	  2.1	-0.223691	-0.127469	0.865
6512	14	416.270		0.17	1	 1.33618	 1.42824	 1.77636	 1.22306	  2.1	-0.220093	-0.128033	0.899
6513	14	417.270		0.17	1	 1.33859	 1.42687	 1.77152	 1.22256	  2.1	-0.216464	-0.128191	0.936
6514	14	417.625	i25349Gh	0.17	1	 1.33942	 1.42643	 1.76976	 1.22238	  2.1	-0.215171	-0.128157	0.949
6515	14	418.625		0.17	1	 1.33545	 1.42638	 1.77501	 1.22224	  2.2	-0.219780	-0.128842	0.912
6516	14	419.625		0.17	1	 1.33115	 1.42657	 1.78021	 1.22208	  2.2	-0.224529	-0.129113	0.876
6517	14	420.625		0.17	1	 1.32650	 1.42702	 1.78535	 1.22192	  2.2	-0.229427	-0.128907	0.842
6518	14	421.625		0.17	1	 1.32144	 1.42778	 1.79042	 1.22174	  2.2	-0.234487	-0.128152	0.810
6519	14	422.625		0.18	1	 1.31593	 1.42889	 1.79538	 1.22155	  2.2	-0.239722	-0.126768	0.779
6520	14	423.625		0.18	1	 1.30991	 1.43040	 1.80021	 1.22134	  2.2	-0.245149	-0.124665	0.749
6521	14	424.625		0.18	1	 1.30332	 1.43236	 1.80488	 1.22111	  2.3	-0.250784	-0.121742	0.721
6522	14	425.625		0.18	1	 1.29607	 1.43484	 1.80937	 1.22087	  2.3	-0.256648	-0.117882	0.693
6523	14	426.625		0.18	1	 1.28809	 1.43790	 1.81362	 1.22060	  2.3	-0.262765	-0.112956	0.667
6524	14	427.625		0.18	1	 1.27929	 1.44163	 1.81761	 1.22030	  2.3	-0.269161	-0.106816	0.642
6525	14	428.625		0.19	1	 1.26955	 1.44612	 1.82128	 1.21998	  2.3	-0.275869	-0.0992957	0.619
6526	14	429.625		0.19	1	 1.25875	 1.45146	 1.82459	 1.21962	  2.4	-0.282923	-0.0902051	0.596
6527	14	430.625		0.19	1	 1.24675	 1.45778	 1.82748	 1.21923	  2.4	-0.290365	-0.0793289	0.574
6528	14	431.625		0.19	1	 1.23338	 1.46521	 1.82987	 1.21879	  2.4	-0.298244	-0.0664216	0.554
6529	14	432.625		0.20	1	 1.21848	 1.47389	 1.83171	 1.21830	  2.5	-0.306615	-0.0512036	0.534
6530	14	433.625		0.20	1	 1.20181	 1.48400	 1.83290	 1.21775	  2.5	-0.315543	-0.0333557	0.516
6531	14	434.625		0.20	1	 1.18314	 1.49573	 1.83335	 1.21713	  2.6	-0.325104	-0.0125127	0.498
6532	14	435.625		0.21	1	 1.16218	 1.50931	 1.83295	 1.21644	  2.6	-0.335385	 0.0117434	0.481
6533	14	436.625		0.21	1	 1.13862	 1.52500	 1.83159	 1.21565	  2.7	-0.346487	 0.0398916	0.465
6534	14	437.625		0.22	1	 1.11207	 1.54308	 1.82913	 1.21476	  2.8	-0.358530	 0.0724817	0.450
6535	14	438.625		0.23	1	 1.08211	 1.56390	 1.82541	 1.21374	  2.8	-0.371652	 0.110144	0.436
6536	14	439.625		0.23	1	 1.04823	 1.58785	 1.82025	 1.21259	  2.9	-0.386012	 0.153604	0.422
6537	14	440.625		0.24	1	 1.00987	 1.61535	 1.81346	 1.21126	  3.0	-0.401798	 0.203690	0.409
6538	14	441.625		0.25	1	 0.966353	 1.64693	 1.80480	 1.20974	  3.2	-0.419225	 0.261353	0.397
6539	14	442.625		0.26	1	 0.916933	 1.68315	 1.79402	 1.20800	  3.3	-0.438542	 0.327677	0.386
6540	14	443.625		0.28	1	 0.860743	 1.72468	 1.78082	 1.20598	  3.5	-0.460038	 0.403895	0.376
6541	14	444.625		0.29	1	 0.796800	 1.77223	 1.76487	 1.20366	  3.6	-0.484037	 0.491392	0.366
6542	14	445.625		0.31	1	 0.724004	 1.82663	 1.74583	 1.20097	  3.9	-0.510910	 0.591715	0.357
6543	14	446.625		0.33	1	 0.641142	 1.88877	 1.72327	 1.19786	  4.1	-0.541066	 0.706560	0.348
6544	14	447.625		0.35	1	 0.546902	 1.95959	 1.69680	 1.19427	  4.4	-0.574951	 0.837740	0.340
6545	14	448.625		0.38	1	 0.439917	 2.04007	 1.66598	 1.19011	  4.7	-0.613031	 0.987127	0.333
6546	14	449.625		0.41	1	 0.318835	 2.13115	 1.63038	 1.18532	  5.1	-0.655773	 1.15654	0.327
6547	14	450.625		0.45	1	 0.182446	 2.23362	 1.58965	 1.17981	  5.6	-0.703601	 1.34757	0.321
6548	14	451.625		0.49	1	 0.0298601	 2.34800	 1.54353	 1.17352	  6.1	-0.756837	 1.56130	0.315
6549	14	452.625		0.54	1	-0.139224	 2.47434	 1.49199	 1.16638	  6.6	-0.815607	 1.79796	0.311
6550	14	453.625		0.59	1	-0.324166	 2.61193	 1.43529	 1.15839	  7.3	-0.879726	 2.05637	0.306
6551	14	454.625		0.65	1	-0.522962	 2.75901	 1.37414	 1.14957	  8.0	-0.948550	 2.33343	0.303
6552	14	455.625		0.72	1	-0.731799	 2.91244	 1.30984	 1.14002	  8.7	-1.02082	 2.62342	0.300
6553	14	456.625		0.78	1	-0.944702	 3.06745	 1.24439	 1.12995	  9.5	-1.09455	 2.91760	0.298
6554	14	457.625		0.86	1	-1.15344	 3.21765	 1.18047	 1.11966	 10.4	-1.16695	 3.20413	0.296
6555	14	458.625		0.93	1	-1.34789	 3.35533	 1.12133	 1.10956	 11.2	-1.23461	 3.46861	0.295
6556	14	459.625		0.99	1	-1.51698	 3.47222	 1.07048	 1.10016	 11.9	-1.29373	 3.69547	0.294
6557	14	460.625		1.05	1	-1.65019	 3.56067	 1.03119	 1.09195	 12.6	-1.34069	 3.87018	0.294
6558	14	461.625		1.10	1	-1.73929	 3.61493	 1.00593	 1.08538	 13.1	-1.37261	 3.98161	0.294
6559	14	462.625		1.13	1	-1.77980	 3.63218	 0.995957	 1.08077	 13.5	-1.38788	 4.02410	0.295
6560	14	463.625		1.15	1	-1.77168	 3.61302	 1.00106	 1.07825	 13.7	-1.38637	 3.99833	0.297
6561	14	464.625		1.15	1	-1.71911	 3.56117	 1.01971	 1.07776	 13.7	-1.36941	 3.91087	0.299
6562	14	465.625		1.14	1	-1.62935	 3.48254	 1.04947	 1.07908	 13.6	-1.33941	 3.77248	0.302
6563	14	466.625		1.12	1	-1.51126	 3.38411	 1.08740	 1.08190	 13.4	-1.29933	 3.59604	0.305
6564	14	467.625		1.10	1	-1.37389	 3.27282	 1.13057	 1.08586	 13.1	-1.25223	 3.39447	0.309
6565	14	468.625		1.06	1	-1.22541	 3.15484	 1.17639	 1.09062	 12.7	-1.20090	 3.17935	0.314
6566	14	469.625		1.02	1	-1.07259	 3.03519	 1.22274	 1.09586	 12.3	-1.14767	 2.96012	0.319
6567	14	470.625		0.98	1	-0.920575	 2.91759	 1.26804	 1.10134	 11.8	-1.09431	 2.74386	0.324
6568	14	471.625		0.95	1	-0.773003	 2.80463	 1.31119	 1.10687	 11.4	-1.04210	 2.53554	0.331
6569	14	472.625		0.91	1	-0.632251	 2.69793	 1.35151	 1.11230	 11.0	-0.991882	 2.33830	0.338
6570	14	473.625		0.87	1	-0.499701	 2.59835	 1.38864	 1.11756	 10.5	-0.944172	 2.15388	0.345
6571	14	474.625		0.84	1	-0.376002	 2.50624	 1.42244	 1.12257	 10.1	-0.899221	 1.98302	0.354
6572	14	475.625		0.80	1	-0.261294	 2.42157	 1.45292	 1.12731	  9.8	-0.857107	 1.82576	0.363
6573	14	476.625		0.77	1	-0.155377	 2.34408	 1.48021	 1.13176	  9.4	-0.817793	 1.68167	0.372
6574	14	477.625		0.74	1	-0.0578447	 2.27337	 1.50449	 1.13593	  9.1	-0.781166	 1.55005	0.382
6575	14	478.625		0.72	1	 0.0318299	 2.20896	 1.52597	 1.13981	  8.8	-0.747069	 1.43007	0.393
6576	14	479.625		0.69	1	 0.114227	 2.15035	 1.54488	 1.14343	  8.5	-0.715327	 1.32079	0.405
